"Groep","Code","Beschrijving","Level","Toelichting","Prompt_Template","Item_Count","Option_Count","Strategy_Tags","Context","Difficulty_Mix","Text_Length","Feedback_Type"
"3","3M4","Verhaal navertellen","E","Gehoord verhaal in eigen woorden navertellen","Genereer 10 oefeningen voor Groep 3 (eind schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Spreken - Navertellen en reproductie. Leerdoel (3M4): Gehoord verhaal in eigen woorden navertellen met aandacht voor chronologie en hoofdpersonen. Niveau: E (eind groep 3). Focus op: begin-midden-eind structuur, hoofdpersonen benoemen, belangrijke gebeurtenissen reproduceren, eigen woorden gebruiken (niet letterlijk herhalen). Vertelstructuur: Wie?, Wat gebeurde er?, Hoe liep het af?. Context: korte verhalen (500-700 woorden), sprookjes, schoolse verhaaltjes. Vraagtypen: Vertel het verhaal na in eigen woorden, Wat gebeurde er in het verhaal? (volledige samenvatting), Wie waren de hoofdpersonen?, Vertel het begin/midden/eind van het verhaal, Wat was het probleem en hoe werd het opgelost?. Format: Navertellopdrachten met structuurhulp (begin-midden-eind kaarten). Materiaal: voorgelezen verhalen met prentenboek, vertelsteunkaarten met hoofdpersonen/gebeurtenissen. Werkvorm: Luisteren in groep, navertellen in tweetallen of aan hele klas. Ondersteuning: Visuele steun met plaatjes uit verhaal, hulpvragen van leerkracht. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4M1","Presenteren voor groep","M","Kort verhaal presenteren voor de klas","Genereer 10 oefeningen voor Groep 4 (midden schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Presenteren - Korte mondelinge presentatie. Leerdoel (4M1): Kort verhaal of onderwerp presenteren voor de klas (1-2 minuten), gebruik maken van voorwerp als visuele ondersteuning. Niveau: M (midden groep 4). Focus op: duidelijke inleiding (onderwerp noemen), uitleg geven, afsluiten met vraag of conclusie. Presentatieopbouw: begin (dit ga ik vertellen over...), midden (informatie), eind (heeft iemand vragen?). Context: eigen interesses, hobby's, favoriete boek, bijzonder voorwerp van thuis. Vraagtypen: Presenteer je favoriete boek (auteur, waarom leuk, wat gebeurt er), Vertel over je hobby (wat doe je, waarom leuk, hoe vaak), Laat iets zien en vertel erover (voorwerp van thuis met verhaal), Vertel over een dier/land/onderwerp (kort informatief). Format: Korte presentaties met voorwerp of plaatjes als visuele ondersteuning. Materiaal: voorwerp van thuis, informatiekaartjes, voorbeeld-presentatieschema. Werkvorm: Voorbereiding thuis of op school, presenteren voor kleine groep of hele klas. Differentiatie: Extra ondersteuning met presentatieschema (begin-midden-eind). Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4M2","Instructies geven","M","Duidelijke instructies geven (spelletje uitleggen)","Genereer 10 oefeningen voor Groep 4 (midden schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Spreken - Instructietaal en procedurele uitleg. Leerdoel (4M2): Duidelijke instructies geven in logische stappen (spelletje uitleggen, recept beschrijven). Niveau: M (midden groep 4). Focus op: logische volgorde (eerst, dan, daarna, tenslotte), duidelijke stappenuitleg, volledig zijn (niets vergeten). Instructietaal: gebiedende wijs (pak, doe, leg), tijdsaanduidingen, volgordewoorden. Context: spelregels uitleggen, knutselactiviteit beschrijven, route beschrijven in school. Vraagtypen: Leg uit hoe je dit spelletje speelt (stap voor stap), Geef instructie voor een knutselwerkje, Hoe werk dit? (voorwerp/spel demonstreren en uitleggen), Leg uit hoe je van het lokaal naar de gymzaal komt. Format: Instructieopdrachten met demonstratie, klasgenoten voeren instructie uit om duidelijkheid te checken. Materiaal: spelletjes, knutselmaterialen, stappenplankaarten. Werkvorm: In tweetallen oefenen, dan voor groep demonstreren. Differentiatie: Ondersteuning met stappenplan (eerste, tweede, derde stap visualiseren). Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4M3","Discussi?ren","E","Deelnemen aan groepsgesprek, mening onderbouwen","Genereer 10 oefeningen voor Groep 4 (eind schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Discussi?ren - Argumenteren in groepsgesprek. Leerdoel (4M3): Deelnemen aan groepsgesprek, mening onderbouwen met argumenten (omdat-zinnen). Niveau: E (eind groep 4). Progressie van Groep 3: meerdere argumenten geven (niet alleen 1), luisteren naar anderen en reageren. Discussievaardigheden: standpunt innemen, argument geven, gespreksregels respecteren, reageren op andermans mening. Signaalwoorden: Ik vind dat..., omdat..., Ik ben het eens/oneens, Ook..., Daarom.... Context: schoolse discussiethema's (huiswerk, pauzetijden, schooluitjes), ethische dilemma's (eerlijkheid, delen). Vraagtypen: Wat is jouw standpunt over...? (duidelijk voor/tegen), Ben je voor of tegen? Geef twee argumenten, Reageer op wat je klasgenoot zei, Geef een voorbeeld bij je argument. Format: Klasgesprekken met stellingen in kring of kleine groepen (4-6 leerlingen). Materiaal: stellingenkaarten, discussieregels-poster, spreekbeurt-bal. Werkvorm: Gestructureerde discussie met leerkracht als moderator. Ondersteuning: Argumentenkaarten, omdat-zinnen als hulp. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4M4","Non-verbale communicatie","E","Oogcontact, houding, stemgebruik bij presenteren","Genereer 10 oefeningen voor Groep 4 (eind schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Presenteren - Non-verbale communicatie. Leerdoel (4M4): Bewust gebruikmaken van non-verbale communicatie bij presenteren: oogcontact, lichaamshouding, stemgebruik. Niveau: E (eind groep 4). Focus op: oogcontact maken met publiek (niet alleen naar de grond kijken), rechtop staan (niet wiebelen), duidelijk en luid genoeg spreken (hoorbaar voor iedereen), tempo (niet te snel), intonatie (niet monotoon). Presentatievaardigheden: zelfvertrouwen uitstralen, rust bewaren, publiek aankijken. Context: presentatie voor klas, voordracht, toneelstukje. Vraagtypen: Kijk je publiek aan tijdens presenteren, Sta recht en rustig (geen wiebelen), Spreek duidelijk en luid genoeg (achterin nog hoorbaar?), Let op je tempo (niet te snel ratelen), Gebruik je stem goed (niet monotoon). Format: Presentatie-evaluaties met feedback, zelf-evaluatie en peer-evaluatie. Materiaal: evaluatieformulier met checklist (oogcontact, houding, stem), filmpje van eigen presentatie (optioneel). Werkvorm: Presenteren voor klas, daarna constructieve feedback. Differentiatie: Oefenen in kleine groep eerst voor extra zelfvertrouwen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5M1","Formeel en informeel","M","Verschil formeel en informeel taalgebruik herkennen","Genereer 10 oefeningen voor Groep 5 (midden schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Luisteren en Spreken - Taalregister en taalaanpassing. Leerdoel (5M1): Verschil tussen formeel en informeel taalgebruik herkennen en toepassen in verschillende situaties. Niveau: M (midden groep 5). Focus op: register aanpassen aan gesprekspartner (leerkracht, directeur, vriend, ouder), beleefdheidsnormen (u/jij, alstublieft/alsjeblieft), formeel woordgebruik vs. straattaal. Taalverschillen: formeel (Mag ik u iets vragen?, Kunt u mij helpen?) vs. informeel (H?, help me even?). Context: sollicitatiegesprek, formele brief voorlezen, gesprek met onbekende volwassene vs. met vriend praten. Vraagtypen: Is dit formeel of informeel taalgebruik?, Hoe zeg je dit beleefder/formeler?, Pas je taal aan: zeg dit tegen de directeur/tegen je vriend, Welke woorden zijn formeel/informeel?, Wanneer gebruik je 'u' en wanneer 'jij'?. Format: Situationele taaloefeningen met rollenspel. Materiaal: situatiekaarten met verschillende contexten, voor/na vergelijkingen. Werkvorm: Rollenspel in tweetallen, klassengesprek over gepastheid. Differentiatie: Voorbeelden op verschillende niveaus (basis tot complexe zinnen). Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5M2","Presentatie met ondersteuning","M","Presentatie geven met hulpmiddelen (plaatjes, voorwerpen)","Genereer 10 oefeningen voor Groep 5 (midden schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Presenteren - Presentatie met visuele hulpmiddelen. Leerdoel (5M2): Presentatie geven (3-5 minuten) met effectief gebruik van hulpmiddelen (plaatjes, poster, voorwerpen, eenvoudige slides). Niveau: M (midden groep 5). Focus op: visuele ondersteuning effectief inzetten (niet alleen voorlezen), verwijzen naar afbeeldingen (Zoals je hier ziet..., Op deze foto...), overzichtelijke structuur (inleiding-middenstuk-slot). Presentatievaardigheden: duidelijke uitleg, publiek betrekken, hulpmiddelen goed tonen. Context: informerende presentatie over dier/land/hobby/beroemd persoon. Vraagtypen: Presenteer met plaatjes en leg uit wat je ziet, Gebruik een poster en wijs aan wat belangrijk is, Laat voorwerpen/foto's zien en vertel erover, Maak een eenvoudige slide en presenteer ermee. Format: Presentaties van 3-5 minuten met visuele hulpmiddelen. Materiaal: poster, foto's, voorwerpen, eenvoudige PowerPoint (3-5 slides), informatiekaarten. Werkvorm: Voorbereiding thuis/school, presenteren voor klas, feedback op inhoud en gebruik hulpmiddelen. Differentiatie: Extra ondersteuning met presentatieschema en voorbeeld-slides. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5M3","Argumenteren","M","Argumenten geven voor eigen standpunt","Genereer 10 oefeningen voor Groep 5 (midden schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Discussi?ren - Argumentatie en standpuntbepaling. Leerdoel (5M3): Meerdere argumenten (2-3) geven voor eigen standpunt, argumenten ondersteunen met voorbeelden. Niveau: M (midden groep 5). Progressie van Groep 4: niet alleen omdat-zinnen, maar ook voorbeelden en uitleg toevoegen. Argumentatiestructuur: stelling ? standpunt ? argument 1 ? voorbeeld ? argument 2 ? voorbeeld. Signaalwoorden: Ten eerste..., Ten tweede..., Daarnaast..., Bijvoorbeeld.... Context: maatschappelijke en schoolse thema's (milieu, dierenwelzijn, schoolregels, technologie). Vraagtypen: Noem twee (of drie) redenen waarom je dit vindt, Geef argumenten voor/tegen de stelling, Onderbouw je mening met voorbeelden, Welk argument vind je het sterkst? Leg uit, Verdedig je standpunt met meerdere redenen. Format: Argumentatieoefeningen met stellingen, voorbereidingstijd om argumenten te bedenken. Materiaal: stellingenkaarten, argumentenschema (standpunt-argumenten-voorbeelden), lijst met signaalwoorden. Werkvorm: Eerst individueel voorbereiden, dan in tweetallen of groepjes discussi?ren, klassengesprek. Differentiatie: Argumentenschema als ondersteuning, voorbeeldargumenten beschikbaar. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5M4","Kritisch luisteren","E","Kritisch luisteren, onderscheid maken tussen feit en mening","Genereer 10 oefeningen voor Groep 5 (eind schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Luisteren - Kritisch luisteren en analyseren. Leerdoel (5M4): Kritisch luisteren naar gesproken tekst, onderscheid maken tussen feit en mening, betrouwbaarheid beoordelen. Niveau: E (eind groep 5). Focus op: feit (controleerbaar, bewijs) vs. mening (persoonlijke visie, ik vind...), signaalwoorden voor mening (ik denk, volgens mij, waarschijnlijk), objectieve vs. subjectieve taal. Kritische luistervaardigheden: bedenken of iets waar is, bronnen checken, vooroordelen herkennen. Context: reclame, nieuwsberichten voor kinderen, argumentatieve teksten, recensies. Vraagtypen: Is dit een feit of een mening?, Wat kun je bewijzen en wat niet?, Hoe weet je dat dit waar is?, Welke woorden wijzen op een mening?, Kun je dit controleren? Hoe?. Format: Kritisch luisteren naar voorgelezen/audio teksten met analysevragen (4 meerkeuzevragen per tekst). Materiaal: gemengde teksten (reclame, nieuws, recensie), feit/mening-sorteerkaarten. Werkvorm: Luisteren naar tekst, individueel vragen beantwoorden, klassikaal bespreken met argumentatie. Differentiatie: Signaalwoorden-lijst als hulp, expliciet uitleggen wat feit en mening is. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5M5","Samenvatten mondeling","E","Gehoorde informatie samenvatten in eigen woorden","Genereer 10 oefeningen voor Groep 5 (eind schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Luisteren en Spreken - Mondeling samenvatten. Leerdoel (5M5): Gehoorde informatie (verhaal, presentatie, instructie) mondeling samenvatten in eigen woorden, kernpunten benoemen. Niveau: E (eind groep 5). Focus op: hoofdzaken vs. bijzaken, kernpunten identificeren, eigen bewoordingen (niet letterlijk herhalen), bondigheid (3-5 zinnen maximum). Samenvattingsstructuur: Waar ging het over?, Wat waren de belangrijkste punten?, Wat was de conclusie?. Context: verhalen, informatieve teksten, presentaties van klasgenoten, instructies. Vraagtypen: Vat de tekst samen in 3 zinnen, Wat waren de hoofdpunten?, Geef een korte samenvatting (begin-midden-eind), Vertel in eigen woorden waar het over ging, Wat moet je onthouden van deze tekst?. Format: Samenvattingsopdrachten na luisteren naar tekst van 3-5 minuten. Materiaal: voorgelezen informatieve teksten, verhalen, presentaties. Werkvorm: Luisteren in stilte, individueel samenvatting voorbereiden (evt. notities), mondeling presenteren aan klasgenoot of klas. Differentiatie: Hulpvragen (Wie? Wat? Waar? Waarom?), structuurschema (begin-midden-eind), notities maken toegestaan. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6M1","Debatteren basis","M","Deelnemen aan eenvoudig debat met standpunten","Genereer 10 oefeningen voor Groep 6 (midden schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Discussi?ren - Debatteren met structuur. Leerdoel (6M1): Deelnemen aan eenvoudig debat met duidelijke voor/tegen standpunten, debatregels respecteren. Niveau: M (midden groep 6). Progressie van Groep 5: formeler debat met rollen (voor-team, tegen-team), spreektijd, moderator. Debatvaardigheden: standpunt innemen (ook als je het er persoonlijk niet mee eens bent), argumenten voorbereiden, luisteren naar tegenstander, reageren op tegenargumenten. Debatstructuur: opening (standpunt), argumenten (2-3), weerlegging, slotwoord. Context: maatschappelijke en schoolse thema's (mobiele telefoons op school, huisdieren, sport, vakantie). Vraagtypen: Neem standpunt in voor/tegen de stelling, Debatteer over de stelling (2 teams), Verdedig je positie met argumenten, Weerlegt het argument van de tegenpartij, Geef een slotwoord. Format: Eenvoudige debatten met stellingen, 2 teams (voor/tegen), tijdslimiet per spreker (1-2 minuten). Materiaal: debatstellingen, debatregels-poster, timer, rollenkaarten. Werkvorm: Voorbereiden in teams, debat voor klas, klassikaal evalueren. Differentiatie: Argumentenkaarten beschikbaar, voorbeelddebat eerst laten zien. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6M2","Presentatie structureren","M","Presentatie met inleiding, middenstuk, slot structureren","Genereer 10 oefeningen voor Groep 6 (midden schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Presenteren - Gestructureerde presentatie. Leerdoel (6M2): Presentatie (5-7 minuten) structureren met duidelijke inleiding, uitgewerkt middenstuk, en afrondende conclusie. Niveau: M (midden groep 6). Focus op: driedelige structuur bewust toepassen. Inleiding: onderwerp introduceren, voorkennis activeren, vertellen wat je gaat behandelen. Middenstuk: 3-4 deelonderwerpen uitwerken, overgangen tussen delen (vervolgens, daarna, ook belangrijk is...). Slot: samenvatten, conclusie, vraag aan publiek of eigen mening. Presentatievaardigheden: rode draad behouden, publiek meenemen, structuur duidelijk maken. Context: informatieve presentatie over onderwerp naar keuze (geschiedenis, natuur, techniek, sport). Vraagtypen: Maak een inleiding waarin je vertelt waar het over gaat, Werk het middenstuk uit met 3 deelonderwerpen, Sluit af met een conclusie en vraag, Gebruik overgangswoorden tussen delen, Laat de structuur duidelijk horen. Format: Gestructureerde presentaties van 5-7 minuten met visuele ondersteuning. Materiaal: presentatieschema (inleiding-middenstuk-slot), overgangswoordenlijst, feedback formulier. Werkvorm: Voorbereiding met schema, presenteren, feedback op structuur. Differentiatie: Uitgewerkt presentatieschema met invulvelden, voorbeeld-presentatie. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6M3","Spreektaal aanpassen","E","Spreektaal aanpassen aan publiek en situatie","Genereer 10 oefeningen voor Groep 6 (eind schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Spreken - Doelgroepgericht spreken. Leerdoel (6M3): Spreektaal bewust aanpassen aan doelgroep (leeftijd, voorkennis) en situatie (formeel/informeel). Niveau: E (eind groep 6). Progressie van Groep 5: niet alleen formeel vs. informeel, maar ook aanpassen aan leeftijd en kennisniveau publiek. Focus op: woordkeuze aanpassen (moeilijke woorden uitleggen voor jonger publiek), voorbeelden kiezen die passen bij doelgroep, spreektempo en zinscomplexiteit aanpassen. Doelgroepbewustzijn: kleuters (simpele taal, concrete voorbeelden), volwassenen (formeler, meer details), leeftijdsgenoten (informeler, gedeelde referenties). Context: hetzelfde onderwerp presenteren aan verschillende doelgroepen. Vraagtypen: Vertel dit onderwerp aan kleuters (hoe maak je het simpel?), Vertel hetzelfde aan volwassenen (formeler, meer details), Pas je taal aan voor iemand die niets weet over dit onderwerp, Hoe zou je dit anders zeggen voor je klasgenoten?, Welke woorden moet je uitleggen voor een jonger publiek?. Format: Situationele aanpassingsoefeningen, hetzelfde verhaal vertellen aan 2 verschillende doelgroepen. Materiaal: doelgroepkaarten, woordniveau-lijsten, situatiescenario's. Werkvorm: Voorbereiding van presentatie, aanpassen voor verschillende doelgroepen, vergelijken. Differentiatie: Voorbeelden geven van taalaanpassingen, modelvoorbeeld tonen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6M4","Actieve luisterhouding","E","Doorvragen, samenvatten, reflecteren tijdens gesprek","Genereer 10 oefeningen voor Groep 6 (eind schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Luisteren - Actief luisteren in gesprek. Leerdoel (6M4): Actieve luisterhouding tonen: doorvragen stellen, mondeling samenvatten wat je hoorde, reflecteren op uitspraken. Niveau: E (eind groep 6). Focus op: signalen geven dat je luistert (knikken, mmm, aha), doorvragen stellen (Kun je dat uitleggen?, Wat bedoel je met...?, Hoe werkt dat precies?), check-vragen (Bedoel je dat...?, Dus je zegt dat...?), reflectievragen (Waarom denk je dat?, Hoe voel je je daarbij?). Actieve luistervaardigheden: tonen van interesse, begrip checken, gesprek op gang houden. Context: interviews, groepsgesprekken, luisteren naar presentaties. Vraagtypen: Stel een vervolgvraag over wat je hoorde, Vat samen wat je klasgenoot zei, Reflecteer op wat gezegd is (Wat vind je daarvan?), Check of je het goed begrepen hebt (Bedoel je dat...?), Vraag door op interessant punt. Format: Interactieve luisteropdrachten in gesprekken en interviews. Materiaal: gespreksstarters, luisterchecklijst, vraagwoordenkaart. Werkvorm: Gesprekken in tweetallen met observatie, interview afnemen, groepsgesprek met feedback. Differentiatie: Vraagstarters op kaarten, voorbeeld actief luisteren tonen, luisterchecklijst. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7M1","Overtuigend spreken","M","Overtuigend presenteren met goede argumenten","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Presenteren - Overtuigende presentatie en retoriek. Leerdoel (7M1): Overtuigend presenteren met sterke argumenten, retorische middelen inzetten, publiek be?nvloeden. Niveau: M (midden groep 7). Focus op: overtuigingskracht, retorische technieken (herhaling, retorische vraag, drietal, contrast), emotionele en rationele argumenten, non-verbale overtuiging (stem, gebaren, passie tonen). Retorische middelen: Waarom is dit belangrijk? (retorische vraag), Dit is goed voor jou, voor de school, voor iedereen (drietal), Vroeger dachten we..., nu weten we... (contrast). Context: overtuigende presentatie over maatschappelijk thema, schoolverandering, eigen standpunt verdedigen. Vraagtypen: Overtuig je publiek van jouw standpunt, Gebruik sterke argumenten (rationeel en emotioneel), Presenteer met passie en overtuiging, Gebruik retorische middelen (herhaling, vraag, drietal), Laat zien waarom dit belangrijk is. Format: Overtuigende presentaties van 5-7 minuten, beoordeling op overtuigingskracht. Materiaal: voorbeeldspeeches, lijst met retorische middelen, evaluatieformulier. Werkvorm: Voorbereiding met retorische technieken, presenteren, klassikaal evalueren of publiek overtuigd is. Differentiatie: Voorbeelden van retorische middelen, structuurschema voor overtuigende toespraak. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7M2","Debatteren met regels","M","Formeel debat volgens debatregels voeren","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Discussi?ren - Formeel debat met protocol. Leerdoel (7M2): Formeel debat volgens vaste debatregels en -structuur voeren, debattechnieken toepassen. Niveau: M (midden groep 7). Progressie van Groep 6: strikter protocol, formele debatstructuur (opening, betoog, kruisverhoor, weerlegging, slotpleidooi). Debatvaardigheden: betoog opbouwen, tegenargumenten weerleggen, kruisvragen stellen, binnen tijdslimiet blijven, debatregels respecteren. Formele debatstructuur volgens Nederlandse debatmethode: openingsstatement voor/tegen (2 min), vrij debat (4 min), slotstatement (1 min). Context: maatschappelijke en ethische thema's, schoolbeleid, actuele onderwerpen. Vraagtypen: Geef een openingsbetoog voor/tegen de stelling (2 minuten), Weerleg het argument van de tegenpartij, Stel kruisvragen aan de tegenstander, Geef een slotpleidooi, Blijf binnen de spreektijd en debatregels. Format: Gestructureerde debatten met rollen (voor-team, tegen-team, voorzitter, tijdwaarder), CITO-stijl debatformat. Materiaal: debatstellingen (actueel), debatprotocol, timer, beoordelingsformulier, rollenkaarten. Werkvorm: Teamvoorbereiding (30 min), debat (15 min), evaluatie met jury of klas. Differentiatie: Argumentenbank beschikbaar, voorbeelddebat eerst analyseren. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7M3","Spreekbeurt geven","E","Uitgebreide spreekbeurt van 5-10 minuten geven","Genereer 10 oefeningen voor Groep 7 (eind schooljaar). Kerndoel: K1 (Mondeling taalvaardigheid - luisteren en spreken). Inhoudslijn: Mondelinge taalvaardigheid - Presenteren - Uitgebreide spreekbeurt met onderzoek. Leerdoel (7M3): Uitgebreide spreekbeurt van 7-10 minuten geven over zelfgekozen onderwerp met grondig onderzoek en bronvermelding. Niveau: E (eind groep 7). Focus op: zelfstandig onderzoek doen (minimaal 3 bronnen), informatie selecteren en verwerken, presentatie opbouwen met duidelijke structuur, visuele ondersteuning effectief inzetten, vragen van publiek beantwoorden. Spreekbeurt-eisen: gekozen onderwerp, onderzoeksvraag, informatie uit meerdere bronnen, eigen mening/conclusie, bronvermelding. Presentatievaardigheden: alle eerder geleerde vaardigheden combineren (structuur, non-verbaal, publiekcontact, hulpmiddelen). Context: vrij te kiezen onderwerp (hobby, land, historische figuur, wetenschappelijk onderwerp, maatschappelijk thema). Vraagtypen: Kies een interessant onderwerp en formuleer onderzoeksvraag, Doe onderzoek met minimaal 3 betrouwbare bronnen, Presenteer 7-10 minuten met visuele ondersteuning, Beantwoord vragen van publiek, Vermeld je bronnen correct. Format: Uitgebreide spreekbeurt met voorbereiding (3-4 weken), bronnenonderzoek, PowerPoint/poster, presentatie voor klas (7-10 min), vragenronde (2-3 min). Materiaal: onderzoeksschema, presentatieschema, bronvermeldingsformat, beoordelingsrubric. Werkvorm: Zelfstandig voorbereiden met begeleiding, presenteren, beoordelen op inhoud, presentatie en brongebruik. Differentiatie: Ondersteuning bij bronnenonderzoek, uitgewerkt presentatieschema, voorbeeldspreekbeurt. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
