"Groep","Code","Beschrijving","Level","Toelichting","Prompt_Template","Item_Count","Option_Count","Strategy_Tags","Context","Difficulty_Mix","Text_Length","Feedback_Type"
"4","4T2","Lidwoorden de/het","M","De en het correct gebruiken bij zelfstandig naamwoorden","Genereer 10 oefeningen voor Groep 4 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Lidwoorden. Leerdoel (4T2): Bepaalde lidwoorden 'de' en 'het' correct gebruiken bij zelfstandige naamwoorden, taalgevoel ontwikkelen. Niveau: M (midden groep 4). De-woorden (meervoud met -en) en het-woorden (meervoud met -s of -en). Vraagtypen: Gebruik je 'de' of 'het' bij 'huis'? (het/de/een/geen), ... boek is interessant (de/het/een/deze), Kies het juiste lidwoord: '... paard' (het/de/dat/die), Welke is correct? (de tafel/het tafel/een tafel/dat tafel). Format: 4 antwoordopties, CITO-stijl lidwoordherkenning. Zelfstandig werken. Ontwikkelt taalgevoel en woordgeslachtbewustzijn. Nederlandse lidwoordregels zijn complex, oefen met frequente woorden. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4T3","Enkelvoud/meervoud","E","Alle meervoudsvormen correct toepassen","Genereer 10 oefeningen voor Groep 4 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Meervoudsvorming uitgebreid. Leerdoel (4T3): Alle meervoudsvormen correct toepassen inclusief onregelmatige vormen, morfologische patronen beheersen. Niveau: E (eind groep 4). Regelmatig: -en, -s; Onregelmatig: kind-kinderen, koe-koeien, ei-eieren, stad-steden. Vraagtypen: Wat is het meervoud van 'kind'? (kinderen/kinds/kinden/kinder), Meervoud van 'baby'? (baby's/babies/babyen/babys), 'Koe' wordt in het meervoud...? (koeien/koes/koen/koeen), Welk meervoud is correct? (eieren/eiers/eien/eis). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Mix regelmatige en onregelmatige vormen. Ontwikkelt spellingbewustzijn en morfologisch inzicht in uitzonderingen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4T4","Woordbetekenis uit context","E","Betekenis van onbekende woorden afleiden uit context","Genereer 10 oefeningen voor Groep 4 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Woordenschat - Contextbegrip. Leerdoel (4T4): Betekenis van onbekende woorden afleiden uit tekstcontext, woordenschat actief uitbreiden. Niveau: E (eind groep 4). Geef korte tekstfragmenten (2-3 zinnen) met ??n moeilijk woord. Vraagtypen: Wat betekent het woord 'verbluft' in deze zin? (verrast/boos/blij/moe), Leid de betekenis van 'schuifelen' af uit de context (langzaam lopen/rennen/springen/vallen), In de zin 'Het weer is guur', betekent 'guur'...? (koud en winderig/warm/mooi/bewolkt), Wat bedoelt de schrijver met 'drenzen'? (zeuren/lachen/spelen/eten). Format: 4 antwoordopties, CITO-stijl tekstbegrip. Contextaanwijzingen gebruiken. Zelfstandig werken. Ontwikkelt woordenschatuitbreiding door contextanalyse en metalingu?stische strategie?n. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5T1","Werkwoordtijden","M","Tegenwoordige tijd, verleden tijd, toekomende tijd herkennen","Genereer 10 oefeningen voor Groep 5 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Werkwoordtijden. Leerdoel (5T1): Tegenwoordige tijd (o.t.t.), verleden tijd (o.v.t.), en toekomende tijd (o.t.t.t.) herkennen en correct toepassen. Niveau: M (midden groep 5). Tijdsindicatoren: nu, gisteren, morgen. Vraagtypen: In welke tijd staat 'hij liep'? (verleden tijd/tegenwoordige tijd/toekomende tijd/voltooid tegenwoordige tijd), Verander 'ik loop' naar verleden tijd (ik liep/ik gelopen/ik zal lopen/ik loopte), Welke tijd: 'ik zal gaan'? (toekomende tijd/tegenwoordige tijd/verleden tijd/voltooid), 'Zij speelt' is...? (tegenwoordige tijd/verleden tijd/toekomende tijd/voltooide tijd). Format: 4 antwoordopties, CITO-stijl. Gebruik tijdsindicatoren in zinnen. Ontwikkelt temporeel taalgevoel en werkwoordvervoeging. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5T2","Persoonsvorm","M","Persoonsvorm herkennen en correct vervoegen","Genereer 10 oefeningen voor Groep 5 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Persoonsvorm. Leerdoel (5T2): Persoonsvorm (vervoegd werkwoord) herkennen en correct vervoegen met onderwerp. Niveau: M (midden groep 5). Persoonsvormen: ik loop, jij loopt, hij/zij loopt, wij/jullie/zij lopen. Vraagtypen: Wat is de persoonsvorm in 'De hond blaft'? (blaft/hond/de/geen), Vervoeging van 'lopen' met 'hij'? (loopt/lopen/liep/gelopen), Onderstreep de persoonsvorm: 'Ik fiets naar school' (fiets/ik/naar/school), Welke persoonsvorm klopt: 'Zij ... naar huis' (gaat/gaan/ga/gaven). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt begrip van werkwoordverbuiging en subject-werkwoordcongruentie. Koppel aan spelling (dt-regel). Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5T3","Voorzetsel herkennen","E","Voorzetsels herkennen (in, op, onder, boven, naast)","Genereer 10 oefeningen voor Groep 5 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Voorzetsels. Leerdoel (5T3): Voorzetsels herkennen die plaats, tijd of richting aangeven (in, op, onder, boven, naast, tussen, achter, voor). Niveau: E (eind groep 5). Voorzetsels geven relaties aan tussen woorden. Vraagtypen: Welke woorden zijn voorzetsels in deze zin? (in/op/onder/tafel - kies voorzetsel), Vul het juiste voorzetsel in: 'Het boek ligt ... de tafel' (op/tafel/ligt/boek), Onderstreep het voorzetsel: 'De kat zit onder de stoel' (onder/boven/naast/tussen), Welke zin bevat een voorzetsel? (Hij loopt naar huis/Hij loopt/Lopen is leuk/Snel lopen). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt begrip van relatiebetekenis in zinnen en ruimtelijk taalgebruik. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5T4","Antoniemen","E","Tegengestelde woorden/antoniemen gebruiken","Genereer 10 oefeningen voor Groep 5 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Woordrelaties - Antoniemen. Leerdoel (5T4): Antoniemen (tegengestelde woorden) herkennen en gebruiken voor woordenschatverrijking en nuancering. Niveau: E (eind groep 5). Abstractere antoniemen: snel-traag, vrolijk-verdrietig, moeilijk-makkelijk, interessant-saai, dapper-bang. Vraagtypen: Wat is het antoniem van 'snel'? (traag/hard/zacht/groot), Tegenovergestelde van 'vrolijk'? (verdrietig/blij/boos/stil), Kies het antoniem van 'moeilijk' (makkelijk/hard/belangrijk/groot), Welke twee woorden zijn antoniemen? (dapper-bang / groot-hoog). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt semantisch bewustzijn, woordenschatuitbreiding en nuancerend taalgebruik. Gebruik contextzinnen waar mogelijk. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6T1","Zinsdelen: onderwerp en gezegde","M","Onderwerp en gezegde in zinnen aanwijzen","Genereer 10 oefeningen voor Groep 6 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Zinsontleding basis. Leerdoel (6T1): Onderwerp (wie/wat doet iets) en gezegde (persoonsvorm) in zinnen aanwijzen, eerste zinsanalyse. Niveau: M (midden groep 6). Onderwerp: wie of wat de handeling uitvoert. Gezegde: de persoonsvorm. Vraagtypen: Wat is het onderwerp in 'De hond blaft'? (de hond/blaft/de/hond), Onderstreep het gezegde: 'Marie leest een boek' (leest/Marie/boek/een), Wie/wat doet iets in deze zin? (onderwerp identificeren met 4 opties), In 'Wij fietsen naar school', wat is het gezegde? (fietsen/wij/school/naar). Format: 4 antwoordopties, CITO-stijl zinsontleding. Zelfstandig werken. Ontwikkelt syntactisch bewustzijn en zinsstructuurinzicht. Begin met eenvoudige zinnen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6T2","Lijdend voorwerp","M","Lijdend voorwerp herkennen in zinnen","Genereer 10 oefeningen voor Groep 6 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Zinsontleding uitbreiding. Leerdoel (6T2): Lijdend voorwerp (wat/wie ondergaat de handeling) herkennen in zinnen. Niveau: M (midden groep 6). Test met vraag: Wie/wat + werkwoord? Vraagtypen: Wat is het lijdend voorwerp in 'Ik lees een boek'? (een boek/ik/lees/geen), Onderstreep het lijdend voorwerp: 'Marie koopt bloemen' (bloemen/Marie/koopt/geen), Wie/wat wordt er gekocht? (lijdend voorwerp identificeren, 4 opties), In 'De kat vangt een muis', wat is het lijdend voorwerp? (een muis/de kat/vangt/geen). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt syntactisch begrip van zinsfuncties. Koppel aan transitieve werkwoorden. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6T3","Voornaamwoorden","M","Persoonlijke voornaamwoorden correct gebruiken","Genereer 10 oefeningen voor Groep 6 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Voornaamwoorden. Leerdoel (6T3): Persoonlijke voornaamwoorden correct gebruiken als vervanging voor zelfstandige naamwoorden. Niveau: M (midden groep 6). Persoonlijke voornaamwoorden: ik, jij/je, hij, zij/ze, wij/we, jullie, zij/ze, u. Vraagtypen: Vervang 'Marie' door een voornaamwoord: 'Marie fietst' wordt '... fietst' (zij/hij/wij/jij), Welk voornaamwoord past: '... gaan naar school' (wij/ik/hij/zij enkelvoud), In 'Jan en Piet spelen', vervang door voornaamwoord (zij meervoud/hij/wij/jullie), Welk voornaamwoord verwijst naar de spreker zelf? (ik/jij/hij/zij). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt begrip van referentie en tekstcohesie. Let op enkelvoud/meervoud en mannelijk/vrouwelijk. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6T4","Spreekwoorden en gezegden","E","Bekende spreekwoorden en gezegden kennen en begrijpen","Genereer 10 oefeningen voor Groep 6 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Woordrelaties - Idiomatische uitdrukkingen. Leerdoel (6T4): Bekende Nederlandse spreekwoorden en gezegden herkennen en begrijpen, figuurlijk taalgebruik. Niveau: E (eind groep 6). Frequente spreekwoorden: de kat uit de boom kijken, met de deur in huis vallen, iets onder de knie hebben. Vraagtypen: Wat betekent 'de kat uit de boom kijken'? (afwachten/klimmen/zoeken/spelen), Vul het spreekwoord aan: 'Met de deur in ...' (huis vallen/vallen/deur/boom), Welk gezegde past: iemand is voorzichtig en wacht af? (de kat uit de boom kijken/rennen/slapen/eten), Wat betekent 'iets onder de knie hebben'? (iets kunnen/knielen/bukken/lopen). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt begrip van cultureel taalgebruik en figuurlijke betekenis. Gebruik herkenbare Nederlandse uitdrukkingen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6T5","Formeel en informeel taalgebruik","E","Verschil tussen formeel en informeel taalgebruik herkennen","Genereer 10 oefeningen voor Groep 6 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Taalvariatie - Taalregister. Leerdoel (6T5): Verschil tussen formeel en informeel taalgebruik herkennen en situatiegepast toepassen. Niveau: E (eind groep 6). Formeel: brieven, offici?le situaties. Informeel: vrienden, familie. Vraagtypen: Is deze zin formeel of informeel: 'Hoi, hoe gaat het?'? (informeel/formeel/beide/geen), Welke zin gebruik je in een brief aan de directeur? (formeel voorbeeld/informeel/spreektaal/slang), Pas aan naar formeel: 'Dag meester' wordt...? ('Geachte heer'/Hoi/Hey/Doei), Welke is informeel taalgebruik? (Het spijt me/Sorry/Excuus/Pardon). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt sociolingu?stisch bewustzijn en situatiegepast taalgebruik. Gebruik herkenbare Nederlandse contexten. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
