"Groep","Code","Beschrijving","Level","Toelichting","Prompt_Template","Item_Count","Option_Count","Strategy_Tags","Context","Difficulty_Mix","Text_Length","Feedback_Type"
"3","3G4","Getalbegrip tot 100","E","Getallen tot 100 lezen, schrijven en vergelijken","Genereer 12 oefeningen voor Groep 3 (eind schooljaar). Kerndoel: K28 (Inzicht in getalsysteem en rekenen tot 100). Inhoudslijn: Getallen - Getalbegrip - Getallen vergelijken en ordenen. Leerdoel (3G4): Getallen tot 100 vlot lezen, schrijven, vergelijken en ordenen, getallenruimte beheersen. Niveau: E (eind groep 3, beheersing getallenruimte tot 100). Gebruik getallenlijn tot 100, MAB-materiaal, getallenkaarten. Context: huisnummers, paginanummers, punten bij spelletjes, geld in eurocenten. Vraagtypen: Welk getal is groter: 67 of 76?, Orden van klein naar groot: 34, 43, 38, 48, Waar staat 55 ongeveer op de getallenlijn 0-100?, Schrijf het getal drie?nzeventig in cijfers, Zet het juiste teken: 45 _ 54 (< of >). Format: Meerkeuzevragen met 4 opties, mix van vergelijken, ordenen en lezen/schrijven. Werkvorm: Zelfstandig werken. Begrip van groter/kleiner, voor/na op getallenlijn. Differentiatie: Extra ondersteuning met getallenlijn, verdieping met getallen tot 1000. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"3","3G5","Optellen en aftrekken tot 100","E","Optellen en aftrekken tot 100 met overschrijding","Genereer 15 oefeningen voor Groep 3 (eind schooljaar). Kerndoel: K23 (Automatiseren van cijferen en hoofdrekenen), K29 (Hoofdrekenen). Inhoudslijn: Getallen - Bewerkingen - Optellen en aftrekken tot 100. Leerdoel (3G5): Optellen en aftrekken tot 100 met tiental-overschrijding, rekenstrategie?n handig toepassen. Niveau: E (eind groep 3, complexere bewerkingen). Gebruik splitsend rekenen, bruggetje strategie?n, rekenrek tot 100. Context: geld rekenen (euro's en centen), punten bij spelletjes, praktische situaties. Vraagtypen: 35+27=? (splits: 35+20=55, 55+7=62), 52-18=? (terugtellen via tientallen), 28+5=? (bruggetje), 43-8=?, 67+25=?, Emma heeft 34 euro, ze krijgt 28 euro bij, hoeveel heeft ze nu?. Format: Mix van kale sommen en woordproblemen, 4 antwoordopties per vraag, focus op hoofdrekenstrategie?n. Werkvorm: Zelfstandig werken. Splitsen en bruggetje strategie expliciet toepassen. Differentiatie: Ondersteuning met visueel splitsen, verdieping met grotere getallen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"3","3G6","Herhaald optellen en groepjes maken","E","Voorbereiding op tafels met groepjes en sprongsgewijs tellen","Genereer 10 oefeningen voor Groep 3 (eind schooljaar). Kerndoel: K23/K28 (Automatiseren en getalbegrip). Inhoudslijn: Getallen - Bewerkingen - Voorbereiding vermenigvuldigen. Leerdoel (3G6): Herhaald optellen en groepjes maken (2, 5, 10) zonder formele keertekens; sprongsgewijs tellen tot 50. Niveau: E (eind groep 3, pre-tafels). Gebruik rekenrek (2/5/10-structuur), getallenlijn en concreet materiaal (groepjes blokken/munten). Vraagtypen: 4 groepjes van 5 = ?, Tel in sprongen van 5 vanaf 15, Hoeveel is 3 keer 2 blokjes (als herhaald optellen)?, Vul aan: 10, 15, 20, __, Welk verhaal past bij 4 groepjes van 5?, Kies het bijpassende plaatje bij 5+5+5. Format: meerkeuze (4 opties), mix van kale sprongen en contextopgaven, focus op begrip van groepjes en herhaald optellen. Werkvorm: Zelfstandig met visueel materiaal. Geen tijdsdruk, geen delingen. Differentiatie: start met 2 en 5, verdieping met 10; leg verband met sprongen op getallenlijn. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4G1","Tafels 1-10 automatiseren","M","Alle tafels tot en met 10 automatisch beheersen (zonder delen)","Genereer 25 oefeningen voor Groep 4 (midden schooljaar). Kerndoel: K23 (Automatiseren van cijferen en hoofdrekenen). Inhoudslijn: Getallen - Bewerkingen - Vermenigvuldigen (tafels 1-10). Leerdoel (4G1): Alle tafels tot en met 10 automatisch beheersen binnen 3 seconden per som; formele deling volgt later in E-niveau. Niveau: M (midden groep 4, cruciaal voor verdere bewerkingen). Gebruik tafelkaarten, digitale tafeloefeningen, tempometing. Context: rijtjes vormen, pakketjes maken, groepjes indelen. Vraagtypen: 7×8=?, 6×9=?, 8×4=?, 3×7=?, 9×6=?, mix alle tafels 1-10 willekeurig door elkaar, woordprobleem: 8 dozen met 6 appels per doos =?. Format: Snelle automatiseringsoefeningen met 4 antwoordopties per vraag, CITO-stijl tempometing. Werkvorm: Zelfstandig werken binnen tijdslimiet (3 seconden per som). Focus op automatisme en snelheid. Differentiatie: Moeilijke tafels (7, 8, 9) extra oefenen; verdieping met keersommen boven 10×10 en pas daarna deling introduceren. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4G2","Plaatswaarde E","T","H","M Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4G3","Optellen en aftrekken tot 100","M","Handig optellen en aftrekken tot 100 (splitsen, bruggetje)","Genereer 15 oefeningen voor Groep 4 (midden schooljaar). Kerndoel: K29 (Hoofdrekenen). Inhoudslijn: Getallen - Bewerkingen - Rekenstrategie?n toepassen. Leerdoel (4G3): Handig optellen en aftrekken tot 100 met verschillende rekenstrategie?n (splitsen, bruggetje, compenseren, gebruik maken van). Niveau: M (midden groep 4, strategisch denken ontwikkelen). Gebruik getallenlijn, splitsbord, strategiekaarten. Context: praktische reken situaties, geld, afstanden. Vraagtypen: 48+36=? (splits: 48+30=78, 78+6=84), 73-28=? (compenseren: 73-30=43, 43+2=45), Welke strategie is handig bij 99+47?, 10-bruggetje bij 57+25, 62-19 via bruggetje. Format: Hoofdrekenopgaven met 4 antwoordopties, soms expliciet vragen naar gebruikte strategie. Werkvorm: Zelfstandig werken. Rekenstrategie?n expliciet benoemen en toelichten. Differentiatie: Ondersteuning met visueel tonen van strategie?n, verdieping met meerdere strategie?n vergelijken. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4G4","Getalbegrip tot 1000","E","Getallen tot 1000 lezen, schrijven, vergelijken en ordenen","Genereer 12 oefeningen voor Groep 4 (eind schooljaar). Kerndoel: K28 (Inzicht in getalsysteem en rekenen tot 100). Inhoudslijn: Getallen - Getalbegrip - Getallenruimte tot 1000 beheersen. Leerdoel (4G4): Getallen tot 1000 vlot lezen, schrijven, vergelijken en ordenen, getallenruimte volledig beheersen. Niveau: E (eind groep 4, beheersing driecijferige getallen). Gebruik getallenlijn tot 1000, getallenkaarten, plaatswaardetabellen. Context: inwonergetallen, afstanden in kilometers, prijzen in euro's, paginanummers. Vraagtypen: Orden van klein naar groot: 456, 465, 546, 564, Waar staat 650 ongeveer op getallenlijn 0-1000?, 456 is groter of kleiner dan 465?, Schrijf het getal vierhonderdzevenendertig in cijfers, Welk getal ligt tussen 340 en 350?. Format: Meerkeuzevragen met 4 opties, mix van vergelijken, ordenen, lezen en schrijven. Werkvorm: Zelfstandig werken. Beheersing van getallenruimte tot 1000. Differentiatie: Extra oefening met getallenlijn, verdieping met getallen tot 10.000. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4G5","Vermenigvuldigen en delen","E","Vermenigvuldigen en delen met tafels, woordproblemen","Genereer 15 oefeningen voor Groep 4 (eind schooljaar). Kerndoel: K23 (Automatiseren van cijferen en hoofdrekenen), K29 (Hoofdrekenen). Inhoudslijn: Getallen - Bewerkingen - Vermenigvuldigen en delen toepassen. Leerdoel (4G5): Vermenigvuldigen en delen vlot toepassen in woordproblemen, verschillende situaties herkennen. Niveau: E (eind groep 4, toepassing van tafels in context). Gebruik concreet materiaal voor visualisatie, schemaatjes maken. Nederlandse context: pakketjes, groepen maken, verdelen, prijzen berekenen. Vraagtypen: 6 zakken met 8 appels elk, hoeveel appels in totaal?, 56 snoepjes eerlijk verdelen over 7 kinderen, hoeveel krijgt elk kind?, 9?7=?, 72:8=?, Een fiets kost 8 keer zoveel als een bal van ?12, hoeveel kost de fiets?. Format: Mix van woordproblemen (60%) en kale sommen (40%), 4 antwoordopties. CITO-stijl vraagstelling. Werkvorm: Zelfstandig werken. Herkennen van vermenigvuldig- en deelsituaties in verhalen. Differentiatie: Ondersteuning met tekeningen maken, verdieping met meerstapsproblemen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"4","4G6","Hoofdrekenen strategie?n","E","Rekenstrategie?n toepassen (splitsen, compenseren, gebruik maken van)","Genereer 15 oefeningen voor Groep 4 (eind schooljaar). Kerndoel: K29 (Hoofdrekenen). Inhoudslijn: Getallen - Bewerkingen - Handig en strategisch rekenen. Leerdoel (4G6): Verschillende rekenstrategie?n bewust kiezen en toepassen (splitsen, compenseren, gebruik maken van, bruggetje). Niveau: E (eind groep 4, strategisch rekenen op hoger niveau). Gebruik strategiekaarten, denkbordjes, stappenplannen. Context: situaties waar handig rekenen effici?nt is. Vraagtypen: 48+27 handig rekenen (splits: 48+20=68, 68+7=75), 99+45 compenseren (100+45-1=144), 25?4 trucje (25?4=100), 199+67 compenseren, 50-28 bruggetje, Welke strategie is het handigst bij 297+156?. Format: Hoofdrekenopgaven met 4 antwoordopties, soms expliciet vragen welke strategie het handigst is. Werkvorm: Zelfstandig werken. Bewuste keuze voor strategie, kunnen uitleggen waarom. Differentiatie: Ondersteuning met strategiekaarten, verdieping met complexere getallen en meerdere stappen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5G1","Getalbegrip tot 10.000","M","Getallen tot 10.000 lezen, schrijven en plaatswaarde begrijpen","Genereer 12 oefeningen voor Groep 5 (midden schooljaar). Kerndoel: K28 (Inzicht in getalsysteem en rekenen tot 100). Inhoudslijn: Getallen - Getalbegrip - Plaatswaarde uitbreiden tot tienduizendtallen. Leerdoel (5G1): Getallen tot 10.000 lezen, schrijven en plaatswaarde van eenheden, tientallen, honderden en duizendtallen begrijpen (E-T-H-D). Niveau: M (midden groep 5, uitbreiding naar viercijferige getallen). Gebruik MAB-materiaal (duizenden-blok, honderden-platen, tientallen-staven, eenheidjes), plaatswaardetabellen, splitskaarten. Context: inwonergetallen van steden, afstanden in kilometers, prijzen van dure artikelen. Vraagtypen: Lees het getal 8.547, Wat is de waarde van het cijfer 5 in 5.234?, Hoeveel duizendtallen in 7.892?, Orden van klein naar groot: 3.456, 3.546, 3.465, Schrijf het getal achtduizend driehonderdzeventien in cijfers. Format: Meerkeuzevragen met 4 opties, visuele ondersteuning met MAB-materiaal en plaatswaardetabellen. Werkvorm: Zelfstandig werken. Inzicht in positiesysteem tot 10.000. Differentiatie: Extra oefening met MAB-materiaal, verdieping met getallen tot 100.000. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5G2","Vermenigvuldigen tot 100","M","Vermenigvuldigen met getallen tot 100","Genereer 15 oefeningen voor Groep 5 (midden schooljaar). Kerndoel: K29 (Hoofdrekenen), K30 (Cijferend rekenen). Inhoudslijn: Getallen - Bewerkingen - Vermenigvuldigen meercijferig. Leerdoel (5G2): Vermenigvuldigen van getallen tot 100, cijferalgoritme (kolomsgewijs) beheersen. Niveau: M (midden groep 5, introductie van schriftelijk vermenigvuldigen). Gebruik kolomsgewijs rekenen, stappenplan voor cijferalgoritme. Context: grote aantallen berekenen, prijzen van meerdere artikelen, groepen bij evenementen. Vraagtypen: 24?3=?, 15?6=?, 37?4=?, 28?5=?, 46?7=?, Woordprobleem: 12 dozen met 24 appels per doos, hoeveel appels in totaal?. Format: Mix van kale sommen (70%) en woordproblemen (30%), 4 antwoordopties. Kolomsgewijs cijferalgoritme leren toepassen. Werkvorm: Zelfstandig werken met stappenplan. Cijferalgoritme stap voor stap uitvoeren. Differentiatie: Ondersteuning met stappenplan en voorbeelden, verdieping met driecijferige getallen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
